Date,Hour,Forecast Pool Price,Actual Posted Pool Price,Forecast AIL,Actual AIL,Forecast AIL & Actual AIL Difference
2023-07-09,3.0,223.97,107.6,9073,9080,-7
2023-07-09,4.0,74.21,94.76,9034,9048,-14
2023-07-09,5.0,59.04,61.27,9000,9017,-17
2023-07-09,6.0,49.92,53.72,8921,8929,-8
2023-07-09,7.0,47.47,46.88,8908,9010,-102
2023-07-09,8.0,36.45,30.12,9198,9270,-72
2023-07-09,9.0,47.3,44.52,9525,9543,-18
2023-07-09,10.0,48.75,51.17,9844,9916,-72
2023-07-09,11.0,365.17,234.98,10192,10226,-34
2023-07-09,12.0,187.51,195.08,10371,10396,-25
2023-07-09,13.0,127.0,256.31,10558,10633,-75
2023-07-09,14.0,727.27,583.05,10721,10711,10
2023-07-09,15.0,258.78,130.7,10781,10753,28
2023-07-09,16.0,276.93,370.29,10810,10836,-26
2023-07-09,17.0,745.86,753.36,10902,10907,-5
2023-07-09,18.0,790.51,728.8,10900,10880,20
2023-07-09,19.0,793.94,775.57,10818,10791,27
2023-07-09,20.0,731.43,866.49,10644,10636,8
2023-07-09,21.0,806.52,823.6,10447,10479,-32
2023-07-09,22.0,729.82,666.95,10337,10347,-10
2023-07-09,23.0,652.28,200.96,10258,10151,107
2023-07-09,24.0,109.73,129.6,9846,9826,20
2023-07-10,1.0,48.13,53.26,9530,9601,-71
2023-07-10,2.0,52.18,57.14,9435,9424,11
2023-07-10,3.0,54.07,72.56,9295,9298,-3
2023-07-10,4.0,58.58,58.58,9224,9237,-13
2023-07-10,5.0,56.47,68.66,9222,9221,1
2023-07-10,6.0,70.0,184.25,9220,9225,-5
2023-07-10,7.0,570.41,305.08,9409,9360,49
2023-07-10,8.0,44.49,50.87,9707,9842,-135
2023-07-10,9.0,548.95,84.93,10200,10270,-70
2023-07-10,10.0,689.08,347.87,10515,10446,69
2023-07-10,11.0,196.77,242.85,10584,10571,13
2023-07-10,12.0,88.18,59.42,10695,10780,-85
2023-07-10,13.0,58.71,49.78,10886,10947,-61
2023-07-10,14.0,49.96,51.67,11008,11023,-15
2023-07-10,15.0,69.43,53.52,11043,10981,62
2023-07-10,16.0,45.93,48.94,10971,10945,26
2023-07-10,17.0,46.73,257.23,10990,10997,-7
2023-07-10,18.0,684.67,642.19,10971,10936,35
2023-07-10,19.0,224.74,202.55,10761,10679,82
2023-07-10,20.0,47.19,47.85,10470,10496,-26
2023-07-10,21.0,43.29,47.8,10309,10358,-49
2023-07-10,22.0,46.35,47.43,10197,10222,-25
2023-07-10,23.0,55.61,50.95,10115,10004,111
2023-07-10,24.0,170.64,40.76,9707,9615,92
2023-07-11,1.0,30.23,42.67,9374,9327,47
2023-07-11,2.0,80.14,52.02,9194,9172,22
2023-07-11,3.0,144.44,86.36,9071,9070,1
2023-07-11,4.0,58.5,54.71,9028,9022,6
2023-07-11,5.0,98.17,58.71,9034,9050,-16
2023-07-11,6.0,58.46,114.29,9070,9105,-35
2023-07-11,7.0,354.09,162.76,9291,9228,63
2023-07-11,8.0,44.75,44.89,9559,9655,-96
2023-07-11,9.0,52.26,48.48,9927,9944,-17
2023-07-11,10.0,64.05,49.11,10129,10148,-19
2023-07-11,11.0,53.21,47.19,10313,10375,-62
2023-07-11,12.0,46.77,47.45,10478,10519,-41
2023-07-11,13.0,47.66,47.32,10577,10582,-5
2023-07-11,14.0,50.05,115.54,10642,10673,-31
2023-07-11,15.0,53.43,53.7,10684,10721,-37
2023-07-11,16.0,50.23,179.81,10734,10702,32
2023-07-11,17.0,47.11,136.21,10667,10654,13
2023-07-11,18.0,31.77,36.91,10601,10683,-82
2023-07-11,19.0,48.35,48.3,10532,10538,-6
2023-07-11,20.0,48.73,174.86,10405,10399,6
2023-07-11,21.0,578.36,506.26,10253,10086,167
2023-07-11,22.0,443.17,336.7,9913,9896,17
2023-07-11,23.0,291.94,98.53,9824,9838,-14
2023-07-11,24.0,85.19,73.14,9608,9643,-35
2023-07-12,1.0,66.1,97.02,9392,9347,45
2023-07-12,2.0,67.54,63.92,9178,9167,11
2023-07-12,3.0,131.72,130.88,9064,9015,49
2023-07-12,4.0,125.41,112.76,9016,8936,80
2023-07-12,5.0,145.0,134.69,8947,8930,17
2023-07-12,6.0,435.73,145.0,8945,8945,0
2023-07-12,7.0,313.99,182.77,9119,9146,-27
2023-07-12,8.0,50.07,39.02,9459,9510,-51
2023-07-12,9.0,54.73,48.12,9788,9802,-14
2023-07-12,10.0,48.54,47.75,10017,10053,-36
2023-07-12,11.0,50.33,51.72,10247,10282,-35
2023-07-12,12.0,72.26,73.39,10418,10464,-46
2023-07-12,13.0,92.6,399.29,10558,10437,121
2023-07-12,14.0,478.07,415.19,10470,10517,-47
2023-07-12,15.0,313.15,310.2,10559,10547,12
2023-07-12,16.0,520.89,322.49,10600,10594,6
2023-07-12,17.0,86.12,114.52,10621,10690,-69
2023-07-12,18.0,56.69,54.67,10710,10805,-95
2023-07-12,19.0,46.63,68.23,10647,10631,16
2023-07-12,20.0,130.15,343.78,10522,10438,84
2023-07-12,21.0,472.73,316.06,10236,10169,67
2023-07-12,22.0,57.5,55.74,10038,10134,-96
2023-07-12,23.0,56.07,53.64,10098,10106,-8
2023-07-12,24.0,79.82,53.97,9827,9795,32
2023-07-13,1.0,46.85,59.13,9518,9494,24
2023-07-13,2.0,105.83,78.21,9329,9340,-11
2023-07-13,3.0,71.4,57.16,9229,9184,45
2023-07-13,4.0,48.25,50.71,9118,9107,11
2023-07-13,5.0,48.5,48.08,9091,9082,9
2023-07-13,6.0,43.32,44.15,9113,9159,-46
2023-07-13,7.0,46.73,46.99,9313,9364,-51
2023-07-13,8.0,48.47,48.84,9716,9714,2
2023-07-13,9.0,55.57,55.0,9931,9981,-50
2023-07-13,10.0,238.61,65.82,10203,10238,-35
2023-07-13,11.0,499.4,229.25,10411,10298,113
2023-07-13,12.0,56.5,49.53,10358,10458,-100
2023-07-13,13.0,50.11,50.36,10600,10640,-40
2023-07-13,14.0,57.5,49.4,10693,10652,41
2023-07-13,15.0,48.62,49.78,10697,10834,-137
2023-07-13,16.0,49.29,49.07,10853,10885,-32
2023-07-13,17.0,47.37,47.03,10835,10858,-23
2023-07-13,18.0,48.72,47.86,10758,10718,40
2023-07-13,19.0,46.81,50.29,10572,10573,-1
2023-07-13,20.0,87.57,133.13,10440,10372,68
2023-07-13,21.0,58.8,186.52,10192,10195,-3
2023-07-13,22.0,308.48,211.72,10039,9941,98
2023-07-13,23.0,66.07,54.51,9808,9862,-54
2023-07-13,24.0,48.19,47.89,9625,9624,1
2023-07-14,1.0,45.35,46.62,9376,9373,3
2023-07-14,2.0,44.96,46.39,9205,9165,40
2023-07-14,3.0,47.21,47.15,9064,9085,-21
2023-07-14,4.0,45.81,45.04,9038,9040,-2
2023-07-14,5.0,45.24,45.0,9041,9066,-25
2023-07-14,6.0,43.22,45.0,9073,9133,-60
2023-07-14,7.0,47.37,47.58,9304,9335,-31
2023-07-14,8.0,51.9,49.66,9658,9685,-27
2023-07-14,9.0,55.19,52.79,9969,9963,6
2023-07-14,10.0,61.92,56.1,10173,10167,6
2023-07-14,11.0,53.69,48.82,10315,10336,-21
2023-07-14,12.0,53.79,49.75,10436,10486,-50
2023-07-14,13.0,49.71,49.31,10563,10571,-8
2023-07-14,14.0,57.33,49.84,10601,10649,-48
2023-07-14,15.0,57.23,50.03,10652,10690,-38
2023-07-14,16.0,49.71,50.15,10684,10717,-33
2023-07-14,17.0,57.57,57.25,10696,10719,-23
2023-07-14,18.0,56.31,207.94,10672,10645,27
2023-07-14,19.0,321.15,292.7,10454,10316,138
2023-07-14,20.0,57.83,224.53,10138,10177,-39
2023-07-14,21.0,345.86,298.36,10048,9973,75
2023-07-14,22.0,305.4,307.13,9833,9859,-26
2023-07-14,23.0,233.05,289.03,9813,9712,101
2023-07-14,24.0,370.67,299.35,9469,9469,0
2023-07-15,1.0,199.76,108.35,9257,9269,-12
2023-07-15,2.0,137.38,161.24,9148,9127,21
2023-07-15,3.0,67.06,85.0,8988,9053,-65
2023-07-15,4.0,87.58,79.06,9015,8991,24
2023-07-15,5.0,90.0,87.04,8974,8976,-2
2023-07-15,6.0,59.28,77.17,8895,8944,-49
2023-07-15,7.0,66.22,64.13,8943,8903,40
2023-07-15,8.0,55.4,53.5,9060,9106,-46
2023-07-15,9.0,59.5,49.39,9355,9299,56
2023-07-15,10.0,50.29,48.67,9569,9574,-5
2023-07-15,11.0,52.4,49.24,9756,9826,-70
2023-07-15,12.0,59.33,49.97,9972,10025,-53
2023-07-15,13.0,78.22,73.21,10118,10185,-67
2023-07-15,14.0,85.67,81.27,10229,10275,-46
2023-07-15,15.0,87.5,76.53,10289,10367,-78
2023-07-15,16.0,61.68,77.5,10411,10437,-26
2023-07-15,17.0,248.72,244.83,10452,10455,-3
2023-07-15,18.0,206.85,270.89,10410,10274,136
2023-07-15,19.0,183.19,570.14,10196,10170,26
2023-07-15,20.0,513.26,604.81,10020,10005,15
2023-07-15,21.0,447.28,309.18,9859,9798,61
2023-07-15,22.0,85.0,110.0,9710,9751,-41
2023-07-15,23.0,561.32,152.35,9717,9709,8
2023-07-15,24.0,189.73,217.41,9511,9452,59
2023-07-16,1.0,372.87,232.16,9257,9199,58
2023-07-16,2.0,47.07,111.81,9046,9078,-32
2023-07-16,3.0,413.57,430.96,9000,8892,108
2023-07-16,4.0,415.53,274.46,8832,8808,24
2023-07-16,5.0,419.44,325.16,8765,8781,-16
2023-07-16,6.0,84.12,135.61,8704,8689,15
2023-07-16,7.0,49.92,71.49,8677,8828,-151
2023-07-16,8.0,65.1,55.38,8989,9063,-74
2023-07-16,9.0,141.06,50.37,9303,9326,-23
2023-07-16,10.0,144.46,83.18,9581,9628,-47
2023-07-16,11.0,274.61,102.01,9826,9859,-33
2023-07-16,12.0,543.54,196.18,10083,9987,96
2023-07-16,13.0,58.44,87.59,10090,10188,-98
2023-07-16,14.0,421.31,181.32,10289,10277,12
2023-07-16,15.0,156.92,117.23,10329,10300,29
2023-07-16,16.0,61.59,58.43,10360,10441,-81
2023-07-16,17.0,85.8,164.13,10519,10613,-94
2023-07-16,18.0,428.68,254.15,10675,10618,57
2023-07-16,19.0,92.33,104.44,10529,10574,-45
2023-07-16,20.0,316.5,130.01,10516,10543,-27
2023-07-16,21.0,201.84,74.41,10402,10382,20
2023-07-16,22.0,49.67,49.67,10243,10348,-105
2023-07-16,23.0,62.24,50.09,10279,10256,23
2023-07-16,24.0,42.87,41.69,10012,9961,51
2023-07-17,1.0,42.43,39.5,9672,9660,12
2023-07-17,2.0,33.97,35.69,9491,9441,50
2023-07-17,3.0,29.4,26.34,9323,9280,43
2023-07-17,4.0,19.18,22.08,9200,9229,-29
2023-07-17,5.0,22.01,23.44,9234,9161,73
2023-07-17,6.0,25.82,28.37,9181,9218,-37
2023-07-17,7.0,36.56,38.05,9397,9467,-70
2023-07-17,8.0,46.95,46.09,9850,9917,-67
2023-07-17,9.0,47.43,45.04,10235,10212,23
2023-07-17,10.0,42.18,45.54,10455,10459,-4
2023-07-17,11.0,293.68,487.54,10621,10515,106
2023-07-17,12.0,790.26,156.79,10543,10592,-49
2023-07-17,13.0,47.46,47.82,10728,10814,-86
2023-07-17,14.0,47.39,46.55,10889,10916,-27
2023-07-17,15.0,47.33,40.37,10901,10889,12
2023-07-17,16.0,39.13,31.69,10886,10794,92
2023-07-17,17.0,41.23,32.1,10765,10842,-77
2023-07-17,18.0,31.22,30.97,10785,10782,3
2023-07-17,19.0,29.89,37.48,10621,10612,9
2023-07-17,20.0,42.78,48.07,10415,10350,65
2023-07-17,21.0,48.87,436.09,10178,10166,12
2023-07-17,22.0,362.73,481.41,9962,9916,46
2023-07-17,23.0,405.33,546.01,9824,9680,144
2023-07-17,24.0,208.19,135.0,9399,9431,-32
2023-07-18,1.0,47.72,77.21,9221,9305,-84
2023-07-18,2.0,45.29,44.94,9224,9249,-25
2023-07-18,3.0,49.02,42.38,9150,9183,-33
2023-07-18,4.0,42.12,33.08,9140,9120,20
2023-07-18,5.0,44.15,43.64,9131,9126,5
2023-07-18,6.0,33.62,45.54,9147,9130,17
2023-07-18,7.0,58.46,46.36,9320,9195,125
2023-07-18,8.0,39.52,39.24,9482,9555,-73
2023-07-18,9.0,47.58,47.58,9876,9862,14
2023-07-18,10.0,51.9,46.67,10051,10046,5
2023-07-18,11.0,47.8,46.77,10160,10247,-87
2023-07-18,12.0,46.71,47.27,10367,10377,-10
2023-07-18,13.0,50.77,47.46,10434,10394,40
2023-07-18,14.0,48.83,47.29,10453,10503,-50
2023-07-18,15.0,47.34,47.47,10536,10609,-73
2023-07-18,16.0,47.16,49.17,10658,10690,-32
2023-07-18,17.0,46.41,48.81,10656,10710,-54
2023-07-18,18.0,47.85,51.12,10676,10697,-21
2023-07-18,19.0,54.53,62.43,10575,10565,10
2023-07-18,20.0,52.94,292.07,10439,10396,43
2023-07-18,21.0,63.54,363.52,10191,10121,70
2023-07-18,22.0,68.71,97.03,9993,10026,-33
2023-07-18,23.0,531.82,503.67,9926,9828,98
2023-07-18,24.0,232.37,293.7,9539,9481,58
2023-07-19,1.0,57.4,66.05,9218,9256,-38
2023-07-19,2.0,49.4,55.34,9103,9134,-31
2023-07-19,3.0,54.53,54.83,9047,9009,38
2023-07-19,4.0,66.25,92.79,8996,8962,34
2023-07-19,5.0,55.79,74.31,8938,9003,-65
2023-07-19,6.0,73.65,89.06,9073,9055,18
2023-07-19,7.0,52.47,62.86,9167,9262,-95
2023-07-19,8.0,51.43,52.0,9588,9645,-57
2023-07-19,9.0,61.56,51.67,9962,9956,6
2023-07-19,10.0,54.72,56.42,10116,10172,-56
2023-07-19,11.0,54.43,52.2,10357,10344,13
2023-07-19,12.0,58.18,59.31,10482,10520,-38
2023-07-19,13.0,67.2,93.21,10602,10654,-52
2023-07-19,14.0,94.55,167.37,10695,10680,15
2023-07-19,15.0,630.28,396.23,10726,10658,68
2023-07-19,16.0,59.9,92.53,10663,10703,-40
2023-07-19,17.0,545.25,198.54,10780,10767,13
2023-07-19,18.0,541.19,567.41,10713,10785,-72
2023-07-19,19.0,493.48,648.85,10659,10705,-46
2023-07-19,20.0,587.56,430.19,10587,10522,65
2023-07-19,21.0,74.14,223.06,10356,10352,4
2023-07-19,22.0,605.54,530.21,10212,10149,63
2023-07-19,23.0,681.55,336.8,10021,9905,116
2023-07-19,24.0,70.09,72.01,9578,9555,23
2023-07-20,1.0,161.64,116.69,9336,9303,33
2023-07-20,2.0,129.38,61.18,9189,9167,22
2023-07-20,3.0,57.98,55.53,9050,9140,-90
2023-07-20,4.0,50.4,50.8,9095,9099,-4
2023-07-20,5.0,58.42,50.46,9120,9019,101
2023-07-20,6.0,58.27,56.85,9052,9064,-12
2023-07-20,7.0,120.69,75.0,9264,9210,54
2023-07-20,8.0,54.05,49.75,9507,9620,-113
2023-07-20,9.0,61.03,49.54,9982,9998,-16
2023-07-20,10.0,88.92,54.01,10231,10279,-48
2023-07-20,11.0,60.61,51.63,10448,10430,18
2023-07-20,12.0,54.84,63.18,10575,10705,-130
2023-07-20,13.0,531.9,490.22,10854,10840,14
2023-07-20,14.0,77.08,551.5,10896,10940,-44
2023-07-20,15.0,626.32,689.7,10986,11037,-51
2023-07-20,16.0,687.71,718.36,11084,11169,-85
2023-07-20,17.0,804.91,803.43,11205,11237,-32
2023-07-20,18.0,621.88,751.01,11197,11198,-1
2023-07-20,19.0,600.4,625.47,11043,11036,7
2023-07-20,20.0,207.52,437.79,10892,10827,65
2023-07-20,21.0,61.27,81.56,10647,10664,-17
2023-07-20,22.0,52.57,52.55,10521,10551,-30
2023-07-20,23.0,56.59,52.14,10415,10431,-16
2023-07-20,24.0,454.35,221.68,10101,9929,172
2023-07-21,1.0,68.59,110.46,9636,9527,109
2023-07-21,2.0,64.16,72.72,9360,9375,-15
2023-07-21,3.0,130.69,160.09,9273,9183,90
2023-07-21,4.0,65.0,121.89,9095,9069,26
2023-07-21,5.0,178.54,111.4,9059,9002,57
2023-07-21,6.0,65.03,84.06,9024,9041,-17
2023-07-21,7.0,120.95,120.58,9197,9277,-80
2023-07-21,8.0,57.34,50.28,9646,9717,-71
2023-07-21,9.0,145.43,71.42,10090,10104,-14
2023-07-21,10.0,67.25,49.05,10349,10430,-81
2023-07-21,11.0,73.05,76.64,10700,10771,-71
2023-07-21,12.0,70.74,93.23,10965,11091,-126
2023-07-21,13.0,619.05,507.89,11195,11186,9
2023-07-21,14.0,676.99,660.27,11210,11241,-31
2023-07-21,15.0,731.26,732.2,11262,11274,-12
2023-07-21,16.0,811.34,821.35,11304,11231,73
2023-07-21,17.0,825.41,866.47,11209,11212,-3
2023-07-21,18.0,913.61,919.14,11102,11121,-19
2023-07-21,19.0,851.75,886.58,10927,10927,0
2023-07-21,20.0,780.15,781.57,10769,10690,79
2023-07-21,21.0,526.45,586.38,10475,10453,22
2023-07-21,22.0,436.32,226.92,10322,10347,-25
2023-07-21,23.0,380.85,91.89,10259,10186,73
2023-07-21,24.0,295.89,142.36,9903,9908,-5
2023-07-22,1.0,442.58,258.27,9641,9533,108
2023-07-22,2.0,305.38,132.35,9355,9300,55
2023-07-22,3.0,46.9,53.2,9173,9230,-57
2023-07-22,4.0,45.73,47.23,9144,9180,-36
2023-07-22,5.0,49.09,49.63,9140,9132,8
2023-07-22,6.0,60.02,171.32,9092,9063,29
2023-07-22,7.0,66.12,82.33,9038,9076,-38
2023-07-22,8.0,94.85,48.59,9281,9345,-64
2023-07-22,9.0,47.02,47.49,9645,9675,-30
2023-07-22,10.0,59.35,107.09,9968,10047,-79
2023-07-22,11.0,539.12,301.79,10304,10297,7
2023-07-22,12.0,59.17,64.63,10478,10540,-62
2023-07-22,13.0,69.6,74.84,10632,10770,-138
2023-07-22,14.0,462.33,135.65,10870,10882,-12
2023-07-22,15.0,73.78,83.98,10870,10982,-112
2023-07-22,16.0,462.33,82.82,11053,11112,-59
2023-07-22,17.0,64.69,62.17,11179,11220,-41
2023-07-22,18.0,72.66,58.62,11187,11177,10
2023-07-22,19.0,49.09,49.9,11065,11045,20
2023-07-22,20.0,48.68,104.78,10906,11005,-99
2023-07-22,21.0,184.71,187.75,10812,10679,133
2023-07-22,22.0,115.34,89.23,10510,10442,68
2023-07-22,23.0,49.96,49.53,10333,10346,-13
2023-07-22,24.0,51.5,63.59,10085,10082,3
2023-07-23,1.0,45.5,45.6,9828,9767,61
2023-07-23,2.0,46.18,45.73,9575,9504,71
2023-07-23,3.0,45.89,39.49,9408,9342,66
2023-07-23,4.0,32.95,32.83,9260,9228,32
2023-07-23,5.0,29.56,30.22,9162,9107,55
2023-07-23,6.0,26.12,29.8,9014,9034,-20
2023-07-23,7.0,30.53,32.85,8998,8989,9
2023-07-23,8.0,33.43,34.79,9122,9123,-1
2023-07-23,9.0,33.35,31.23,9364,9351,13
2023-07-23,10.0,31.87,30.74,9636,9652,-16
2023-07-23,11.0,41.92,42.85,9911,9888,23
2023-07-23,12.0,46.95,50.19,10053,10105,-52
2023-07-23,13.0,59.87,64.68,10245,10342,-97
2023-07-23,14.0,96.94,171.59,10458,10465,-7
2023-07-23,15.0,611.73,508.6,10513,10526,-13
2023-07-23,16.0,665.12,554.92,10633,10677,-44
2023-07-23,17.0,765.62,750.04,10755,10819,-64
2023-07-23,18.0,662.27,687.69,10855,10923,-68
2023-07-23,19.0,427.26,489.68,10865,10861,4
2023-07-23,20.0,74.54,494.33,10708,10776,-68
2023-07-23,21.0,474.06,528.26,10614,10627,-13
2023-07-23,22.0,754.82,443.94,10536,10429,107
2023-07-23,23.0,306.04,158.23,10325,10260,65
2023-07-23,24.0,59.7,55.79,9928,9921,7
2023-07-24,1.0,74.04,53.5,9634,9631,3
2023-07-24,2.0,46.48,46.87,9453,9485,-32
2023-07-24,3.0,54.65,48.0,9369,9293,76
2023-07-24,4.0,44.4,45.94,9231,9197,34
2023-07-24,5.0,46.06,45.9,9194,9147,47
2023-07-24,6.0,46.16,79.77,9190,9194,-4
2023-07-24,7.0,192.29,217.11,9410,9381,29
2023-07-24,8.0,85.58,53.61,9721,9786,-65
2023-07-24,9.0,148.3,105.89,10168,10165,3
2023-07-24,10.0,573.57,454.38,10424,10403,21
2023-07-24,11.0,762.14,723.22,10645,10655,-10
2023-07-24,12.0,734.13,649.39,10838,10910,-72
2023-07-24,13.0,756.24,767.66,11060,11117,-57
2023-07-24,14.0,782.17,793.15,11174,11266,-92
2023-07-24,15.0,817.5,811.74,11313,11331,-18
2023-07-24,16.0,796.96,795.0,11385,11428,-43
2023-07-24,17.0,739.43,762.05,11446,11507,-61
2023-07-24,18.0,727.56,709.9,11463,11522,-59
2023-07-24,19.0,507.53,595.54,11372,11406,-34
2023-07-24,20.0,585.51,560.74,11251,11295,-44
2023-07-24,21.0,278.22,95.69,11068,11136,-68
2023-07-24,22.0,157.12,76.92,10988,11041,-53
2023-07-24,23.0,56.69,50.51,10848,10836,12
2023-07-24,24.0,52.27,53.36,10500,10448,52
2023-07-25,1.0,52.86,38.74,10154,10040,114
2023-07-25,2.0,39.6,41.71,9805,9737,68
2023-07-25,3.0,37.88,33.58,9594,9616,-22
2023-07-25,4.0,32.92,34.55,9510,9521,-11
2023-07-25,5.0,33.1,33.14,9467,9328,139
2023-07-25,6.0,31.11,31.77,9346,9332,14
2023-07-25,7.0,34.47,33.44,9516,9419,97
2023-07-25,8.0,41.54,30.94,9755,9770,-15
2023-07-25,9.0,31.02,29.95,10085,10087,-2
2023-07-25,10.0,31.27,23.15,10319,10363,-44
2023-07-25,11.0,29.46,22.55,10571,10635,-64
2023-07-25,12.0,28.76,28.91,10723,10720,3
2023-07-25,13.0,38.33,42.58,10771,10742,29
2023-07-25,14.0,37.55,46.74,10769,10741,28
2023-07-25,15.0,49.68,291.23,10765,10724,41
2023-07-25,16.0,889.41,709.68,10680,10695,-15
2023-07-25,17.0,600.73,132.15,10707,10755,-48
2023-07-25,18.0,22.26,45.0,10723,10787,-64
2023-07-25,19.0,45.23,44.28,10599,10550,49
2023-07-25,20.0,35.96,45.16,10392,10319,73
2023-07-25,21.0,46.77,49.38,10177,10179,-2
2023-07-25,22.0,49.16,49.21,10097,10026,71
2023-07-25,23.0,66.01,49.4,9907,9868,39
2023-07-25,24.0,496.0,446.21,9564,9418,146
2023-07-26,1.0,327.56,558.13,9153,9024,129
2023-07-26,2.0,134.17,170.94,8881,8873,8
2023-07-26,3.0,463.6,106.6,8795,8772,23
2023-07-26,4.0,48.36,46.25,8764,8816,-52
2023-07-26,5.0,57.57,46.47,8832,8924,-92
2023-07-26,6.0,46.0,46.61,9013,9063,-50
2023-07-26,7.0,132.07,47.8,9222,9247,-25
2023-07-26,8.0,48.64,46.86,9555,9570,-15
2023-07-26,9.0,49.04,46.47,9859,9888,-29
2023-07-26,10.0,48.55,41.56,10066,10085,-19
2023-07-26,11.0,47.15,46.7,10230,10220,10
2023-07-26,12.0,45.3,43.96,10309,10386,-77
2023-07-26,13.0,47.43,44.71,10450,10472,-22
2023-07-26,14.0,47.49,47.3,10531,10494,37
2023-07-26,15.0,47.18,47.43,10504,10526,-22
2023-07-26,16.0,51.26,49.83,10555,10554,1
2023-07-26,17.0,47.49,63.24,10563,10624,-61
2023-07-26,18.0,68.88,60.99,10565,10571,-6
2023-07-26,19.0,51.77,53.88,10445,10399,46
2023-07-26,20.0,48.68,141.92,10304,10283,21
2023-07-26,21.0,79.83,206.31,10121,9985,136
2023-07-26,22.0,149.22,81.92,9865,9829,36
2023-07-26,23.0,53.81,59.14,9745,9774,-29
2023-07-26,24.0,57.26,52.41,9490,9436,54
2023-07-27,1.0,37.38,56.58,9204,9158,46
2023-07-27,2.0,73.83,279.49,9033,8984,49
2023-07-27,3.0,482.39,358.28,8865,8758,107
2023-07-27,4.0,196.24,182.46,8718,8683,35
2023-07-27,5.0,106.82,145.03,8705,8747,-42
2023-07-27,6.0,121.91,160.37,8836,8847,-11
2023-07-27,7.0,175.53,102.33,9002,9045,-43
2023-07-27,8.0,47.27,43.39,9400,9454,-54
2023-07-27,9.0,39.43,40.75,9731,9790,-59
2023-07-27,10.0,37.09,35.09,9969,9953,16
2023-07-27,11.0,50.45,48.99,10101,10120,-19
2023-07-27,12.0,57.58,56.17,10231,10213,18
2023-07-27,13.0,46.12,48.08,10274,10272,2
2023-07-27,14.0,100.0,76.51,10272,10233,39
2023-07-27,15.0,118.6,107.54,10239,10190,49
2023-07-27,16.0,57.82,56.03,10187,10154,33
2023-07-27,17.0,75.25,60.82,10150,10123,27
2023-07-27,18.0,54.38,59.81,10130,10113,17
2023-07-27,19.0,55.46,63.9,9964,9930,34
2023-07-27,20.0,60.98,50.1,9810,9790,20
2023-07-27,21.0,49.2,52.87,9711,9726,-15
2023-07-27,22.0,58.53,50.76,9671,9660,11
2023-07-27,23.0,61.79,50.81,9559,9513,46
2023-07-27,24.0,45.89,115.16,9263,9239,24
2023-07-28,1.0,66.5,68.48,9060,9065,-5
2023-07-28,2.0,41.28,44.54,8941,9000,-59
2023-07-28,3.0,44.21,56.71,8900,8892,8
2023-07-28,4.0,44.21,114.81,8830,8832,-2
2023-07-28,5.0,95.73,126.34,8832,8823,9
2023-07-28,6.0,73.9,134.0,8847,8927,-80
2023-07-28,7.0,417.95,363.15,9051,9006,45
2023-07-28,8.0,46.91,47.54,9226,9318,-92
2023-07-28,9.0,109.87,332.32,9571,9605,-34
2023-07-28,10.0,246.84,351.89,9732,9735,-3
2023-07-28,11.0,919.28,763.78,9913,9788,125
2023-07-28,12.0,77.58,170.53,9871,9857,14
2023-07-28,13.0,161.42,92.17,9899,9933,-34
2023-07-28,14.0,95.0,61.46,10003,10077,-74
2023-07-28,15.0,75.02,74.68,10089,10154,-65
2023-07-28,16.0,497.98,100.45,10151,10129,22
2023-07-28,17.0,348.45,153.41,10120,10032,88
2023-07-28,18.0,58.13,69.57,9966,10015,-49
2023-07-28,19.0,145.33,87.79,9880,9906,-26
2023-07-28,20.0,55.02,98.93,9806,9838,-32
2023-07-28,21.0,329.1,332.18,9721,9606,115
2023-07-28,22.0,60.0,119.21,9558,9559,-1
2023-07-28,23.0,367.26,180.19,9524,9455,69
2023-07-28,24.0,156.46,151.89,9192,9188,4
2023-07-29,1.0,159.08,119.28,8980,8919,61
2023-07-29,2.0,174.84,88.03,8828,8867,-39
2023-07-29,3.0,76.84,95.0,8804,8841,-37
2023-07-29,4.0,95.67,57.77,8807,8818,-11
2023-07-29,5.0,91.82,59.77,8818,8751,67
2023-07-29,6.0,46.0,53.4,8724,8787,-63
2023-07-29,7.0,46.04,47.73,8760,8810,-50
2023-07-29,8.0,44.75,42.59,8960,8967,-7
2023-07-29,9.0,38.78,34.21,9184,9194,-10
2023-07-29,10.0,33.39,31.98,9439,9449,-10
2023-07-29,11.0,37.2,35.09,9631,9639,-8
2023-07-29,12.0,36.4,41.14,9739,9743,-4
2023-07-29,13.0,46.49,47.69,9817,9818,-1
2023-07-29,14.0,55.28,93.99,9845,9852,-7
2023-07-29,15.0,69.79,55.81,9895,9896,-1
2023-07-29,16.0,56.9,56.59,9990,10036,-46
2023-07-29,17.0,49.9,48.86,10091,10153,-62
2023-07-29,18.0,55.44,92.32,10184,10246,-62
2023-07-29,19.0,62.78,63.72,10191,10197,-6
2023-07-29,20.0,52.88,53.38,10141,10162,-21
2023-07-29,21.0,51.03,56.07,10021,10030,-9
2023-07-29,22.0,57.52,51.79,9942,9906,36
2023-07-29,23.0,53.93,45.01,9859,9845,14
2023-07-29,24.0,45.11,44.75,9625,9562,63
2023-07-30,1.0,32.1,50.51,9288,9260,28
2023-07-30,2.0,42.67,44.9,9120,9072,48
2023-07-30,3.0,45.52,43.63,8959,8923,36
2023-07-30,4.0,39.76,38.1,8866,8847,19
